,unique_ID,experiment,position,track,cell_id,parent,max_slope,appearance_time,time_of_max_slope,start_inc,start_idx_var_value,y_pos_start_inc,y_pos_appearance,gfp_on,end_inc,end_idx_var_value,born_on,lifetime,slope_th,max_gfp,max_gfp_time,min_post_max,min_time_post_max,switch_like,becomes_positive,duration,magnitude_inc,category,long_enough_time,parent_start_inc
106,20240809__XY10_crop6__Track_0,20240809,XY10_crop6,Track_0,20,5,0.10474252700805664,700,750,715,7.145722,197.67741,187.7069,730,825.0,8.2247,False,57,0.04,9.279866218566895,980.0,9.279866218566895,980.0,True,True,110.0,1.0789781,,False,715
107,20240809__XY10_crop6__Track_0,20240809,XY10_crop6,Track_0,21,12,0.11048603057861328,700,850,750,7.2579427,188.35294,165.33963,760,785.0,7.5012665,False,65,0.04,9.520004272460938,980.0,9.37695598602295,1020.0,True,True,35.0,0.2433238,,False,745
108,20240809__XY10_crop6__Track_0,20240809,XY10_crop6,Track_0,22,1,,695,,,,,40.272728,,,,True,78,0.04,10.037099838256836,1080.0,10.037099838256836,1080.0,False,False,,,,True,620
109,20240809__XY10_crop6__Track_0,20240809,XY10_crop6,Track_0,23,4,,710,,,,,147.74074,,,,True,75,0.04,9.557446479797363,990.0,9.449593544006348,1050.0,False,False,,,,True,700
110,20240809__XY10_crop6__Track_0,20240809,XY10_crop6,Track_0,24,18,,795,,,,,291.0893,,,,True,23,0.04,7.771067142486572,905.0,7.771067142486572,905.0,False,False,,,,False,885
111,20240809__XY10_crop6__Track_0,20240809,XY10_crop6,Track_0,25,11,,795,,,,,268.3509,,,,True,27,0.04,7.533693790435791,865.0,7.420578956604004,925.0,False,False,,,,False,
112,20240809__XY10_crop6__Track_0,20240809,XY10_crop6,Track_0,26,17,,800,,,,,127.01588,,,,True,57,0.04,9.461514472961426,1070.0,9.445544242858887,1080.0,False,False,,,,False,715
113,20240809__XY10_crop6__Track_0,20240809,XY10_crop6,Track_0,27,6,,820,,,,,110.60317,,,,True,53,0.04,10.009318351745605,1080.0,10.009318351745605,1080.0,False,False,,,,False,710
114,20240809__XY10_crop6__Track_0,20240809,XY10_crop6,Track_0,28,10,,830,,,,,69.34849,,,,True,51,0.04,9.41197395324707,1070.0,9.395602226257324,1080.0,False,False,,,,False,665
115,20240809__XY10_crop6__Track_0,20240809,XY10_crop6,Track_0,29,12,,895,,,,,261.77026,,,,True,28,0.04,9.448805809020996,980.0,9.34783935546875,1025.0,False,False,,,,False,745
116,20240809__XY10_crop6__Track_0,20240809,XY10_crop6,Track_0,30,20,,905,,,,,341.25714,,,,True,12,0.04,8.882530212402344,960.0,8.882530212402344,960.0,False,False,,,,False,715
117,20240809__XY10_crop6__Track_0,20240809,XY10_crop6,Track_0,31,21,,935,,,,,326.63013,,,,True,17,0.04,9.691593170166016,1015.0,9.691593170166016,1015.0,False,False,,,,False,750
