,unique_ID,experiment,channel_width,last_valid_cell_time,first_valid_cell_time,position,track,cell_id,parent,cycle,start_time,start_length,end_time,end_length,cycle_duration,total_growth,avg_elong_rate
2762,20240918__XY19_crop1__Track_35,20240918,1.5,1080,230,XY19_crop1,Track_35,3,1,1,345,1.7344162464141846,660,3.626044511795044,315,1.8916282653808594,0.006005169096447173
2763,20240918__XY19_crop1__Track_35,20240918,1.5,1080,230,XY19_crop1,Track_35,3,1,2,665,2.1002142429351807,945,4.360332489013672,280,2.260118246078491,0.008071850878851754
2764,20240918__XY19_crop1__Track_35,20240918,1.5,1080,230,XY19_crop1,Track_35,3,1,3,950,2.5241434574127197,1080,3.500356912612915,130,0.9762134552001953,0.007509334270770733
2765,20240918__XY19_crop1__Track_35,20240918,1.5,1025,270,XY19_crop1,Track_35,4,2,0,270,2.0181427001953125,685,4.7249226570129395,415,2.706779956817627,0.006522361341729221
2766,20240918__XY19_crop1__Track_35,20240918,1.5,1025,270,XY19_crop1,Track_35,4,2,1,690,2.2214407920837402,820,3.441932439804077,130,1.220491647720337,0.009388397290156439
2767,20240918__XY19_crop1__Track_35,20240918,1.5,1025,270,XY19_crop1,Track_35,4,2,2,825,1.7681910991668701,975,3.626044511795044,150,1.8578534126281738,0.012385689417521158
2768,20240918__XY19_crop1__Track_35,20240918,1.5,1025,270,XY19_crop1,Track_35,4,2,3,980,1.9886175394058228,1025,2.680018663406372,45,0.6914011240005493,0.01536446942223443
2769,20240918__XY19_crop1__Track_35,20240918,1.5,1080,345,XY19_crop1,Track_35,5,3,0,345,1.5216108560562134,830,4.360332489013672,485,2.8387216329574585,0.005853034294757646
2770,20240918__XY19_crop1__Track_35,20240918,1.5,1080,345,XY19_crop1,Track_35,5,3,1,835,2.0181427001953125,950,3.1254117488861084,115,1.107269048690796,0.009628426510354747
2771,20240918__XY19_crop1__Track_35,20240918,1.5,1080,345,XY19_crop1,Track_35,5,3,2,955,1.6443843841552734,1080,2.466576337814331,125,0.8221919536590576,0.006577535629272461
2772,20240918__XY19_crop1__Track_35,20240918,1.5,1080,425,XY19_crop1,Track_35,6,1,0,425,1.9886175394058228,670,4.104789733886719,245,2.116172194480896,0.008637437528493453
2773,20240918__XY19_crop1__Track_35,20240918,1.5,1080,425,XY19_crop1,Track_35,6,1,1,675,2.144014835357666,980,4.385453224182129,305,2.241438388824463,0.007348978324014633
2774,20240918__XY19_crop1__Track_35,20240918,1.5,1080,425,XY19_crop1,Track_35,6,1,2,985,2.3970813751220703,1080,3.0432217121124268,95,0.6461403369903564,0.006801477231477436
2775,20240918__XY19_crop1__Track_35,20240918,1.5,1075,625,XY19_crop1,Track_35,7,2,0,625,2.144014835357666,715,3.1254117488861084,90,0.9813969135284424,0.010904410150316027
2776,20240918__XY19_crop1__Track_35,20240918,1.5,1075,625,XY19_crop1,Track_35,7,2,1,720,1.6080111265182495,1060,4.232492923736572,340,2.6244817972183228,0.007719064109465655
2777,20240918__XY19_crop1__Track_35,20240918,1.5,1075,625,XY19_crop1,Track_35,7,2,2,1065,2.179196834564209,1075,2.303605794906616,10,0.12440896034240723,0.012440896034240723
2778,20240918__XY19_crop1__Track_35,20240918,1.5,1080,665,XY19_crop1,Track_35,8,3,0,665,1.8106904029846191,1045,4.288029670715332,380,2.477339267730713,0.0065193138624492445
2779,20240918__XY19_crop1__Track_35,20240918,1.5,1080,665,XY19_crop1,Track_35,8,3,1,1050,2.2703521251678467,1080,2.3970813751220703,30,0.12672924995422363,0.004224308331807454
2780,20240918__XY19_crop1__Track_35,20240918,1.5,1080,675,XY19_crop1,Track_35,9,6,0,675,2.116246461868286,1050,5.1296491622924805,375,3.0134027004241943,0.008035740534464519
2781,20240918__XY19_crop1__Track_35,20240918,1.5,1080,675,XY19_crop1,Track_35,9,6,1,1055,2.5540947914123535,1080,2.680018663406372,25,0.12592387199401855,0.005036954879760742
2782,20240918__XY19_crop1__Track_35,20240918,1.5,970,690,XY19_crop1,Track_35,10,4,0,690,2.7790822982788086,970,2.757716417312622,280,-0.021365880966186523,-7.630671773638044e-05
2783,20240918__XY19_crop1__Track_35,20240918,1.5,1050,720,XY19_crop1,Track_35,11,7,0,720,1.6899999380111694,1020,5.001199722290039,300,3.3111997842788696,0.0110373326142629
2784,20240918__XY19_crop1__Track_35,20240918,1.5,1050,720,XY19_crop1,Track_35,11,7,1,1025,2.5241434574127197,1050,2.806313991546631,25,0.28217053413391113,0.011286821365356445
2785,20240918__XY19_crop1__Track_35,20240918,1.5,995,825,XY19_crop1,Track_35,12,4,0,825,1.8613166809082031,995,3.531599998474121,170,1.670283317565918,0.00982519598568187
2786,20240918__XY19_crop1__Track_35,20240918,1.5,1080,835,XY19_crop1,Track_35,13,5,0,835,2.466576337814331,945,3.468832492828369,110,1.002256155014038,0.00911141959103671
2787,20240918__XY19_crop1__Track_35,20240918,1.5,1080,835,XY19_crop1,Track_35,13,5,1,950,1.7098829746246338,1080,2.839242696762085,130,1.1293597221374512,0.008687382477980394
2788,20240918__XY19_crop1__Track_35,20240918,1.5,1080,870,XY19_crop1,Track_35,14,1,0,870,2.839242696762085,1080,4.258368015289307,210,1.4191253185272217,0.006757739612034389
2789,20240918__XY19_crop1__Track_35,20240918,1.5,1080,900,XY19_crop1,Track_35,15,2,0,900,3.9194514751434326,1000,5.515432834625244,100,1.5959813594818115,0.015959813594818115
2790,20240918__XY19_crop1__Track_35,20240918,1.5,1080,900,XY19_crop1,Track_35,15,2,1,1005,3.25,1080,4.616373062133789,75,1.366373062133789,0.018218307495117186
2791,20240918__XY19_crop1__Track_35,20240918,1.5,1080,950,XY19_crop1,Track_35,16,13,0,950,1.9886175394058228,1080,2.964456081390381,130,0.9758385419845581,0.007506450322958139
2792,20240918__XY19_crop1__Track_35,20240918,1.5,1080,950,XY19_crop1,Track_35,17,3,0,950,2.096186876296997,1080,3.0012829303741455,130,0.9050960540771484,0.006962277339054988
2793,20240918__XY19_crop1__Track_35,20240918,1.5,1080,955,XY19_crop1,Track_35,18,5,0,955,1.8060176372528076,1080,2.754650592803955,125,0.9486329555511475,0.00758906364440918
2794,20240918__XY19_crop1__Track_35,20240918,1.5,1010,980,XY19_crop1,Track_35,19,4,0,980,1.8106904029846191,1010,2.3970813751220703,30,0.5863909721374512,0.019546365737915038
2795,20240918__XY19_crop1__Track_35,20240918,1.5,1080,985,XY19_crop1,Track_35,20,6,0,985,2.179196834564209,1080,2.680018663406372,95,0.5008218288421631,0.005271808724654348
2796,20240918__XY19_crop1__Track_35,20240918,1.5,1080,1005,XY19_crop1,Track_35,21,15,0,1005,2.4836463928222656,1080,3.441932439804077,75,0.9582860469818115,0.01277714729309082
2797,20240918__XY19_crop1__Track_35,20240918,1.5,1040,1025,XY19_crop1,Track_35,22,11,0,1025,2.714479684829712,1040,2.806313991546631,15,0.09183430671691895,0.006122287114461263
2798,20240918__XY19_crop1__Track_35,20240918,1.5,1080,1050,XY19_crop1,Track_35,23,8,0,1050,2.2214407920837402,1080,2.428600311279297,30,0.20715951919555664,0.006905317306518555
2799,20240918__XY19_crop1__Track_35,20240918,1.5,1080,1055,XY19_crop1,Track_35,24,9,0,1055,2.680018663406372,1080,3.015327215194702,25,0.3353085517883301,0.013412342071533204
2800,20240918__XY19_crop1__Track_35,20240918,1.5,1065,1065,XY19_crop1,Track_35,25,7,0,1065,2.303605794906616,1065,2.303605794906616,0,0.0,
2801,20240918__XY19_crop2__Track_27,20240918,1.5,1080,0,XY19_crop2,Track_27,1,0,0,0,3.144280433654785,15,3.79011869430542,15,0.6458382606506348,0.04305588404337565
2802,20240918__XY19_crop2__Track_27,20240918,1.5,1080,0,XY19_crop2,Track_27,1,0,1,20,2.179196834564209,390,4.825784683227539,370,2.64658784866333,0.007152940131522513
2803,20240918__XY19_crop2__Track_27,20240918,1.5,1080,0,XY19_crop2,Track_27,1,0,2,395,2.757716417312622,640,5.498554229736328,245,2.740837812423706,0.011187093111933494
2804,20240918__XY19_crop2__Track_27,20240918,1.5,1080,0,XY19_crop2,Track_27,1,0,3,645,3.291337013244629,885,6.417577266693115,240,3.1262402534484863,0.01302600105603536
2805,20240918__XY19_crop2__Track_27,20240918,1.5,1080,0,XY19_crop2,Track_27,1,0,4,890,3.0348806381225586,1080,5.096596717834473,190,2.061716079711914,0.010851137261641653
2806,20240918__XY19_crop2__Track_27,20240918,1.5,1080,20,XY19_crop2,Track_27,2,1,0,20,1.9325889348983765,405,4.307690620422363,385,2.375101685523987,0.00616909528707529
2807,20240918__XY19_crop2__Track_27,20240918,1.5,1080,20,XY19_crop2,Track_27,2,1,1,410,2.144014835357666,585,3.9021658897399902,175,1.7581510543823242,0.010046577453613282
2808,20240918__XY19_crop2__Track_27,20240918,1.5,1080,20,XY19_crop2,Track_27,2,1,2,590,2.2703521251678467,1010,6.820974826812744,420,4.5506227016448975,0.010834815956297376
2809,20240918__XY19_crop2__Track_27,20240918,1.5,1080,20,XY19_crop2,Track_27,2,1,3,1015,3.934513807296753,1080,4.872832775115967,65,0.9383189678192139,0.014435676427987905
2810,20240918__XY19_crop2__Track_27,20240918,1.5,1080,395,XY19_crop2,Track_27,3,1,0,395,2.3970813751220703,575,4.385453224182129,180,1.9883718490600586,0.011046510272555881
2811,20240918__XY19_crop2__Track_27,20240918,1.5,1080,395,XY19_crop2,Track_27,3,1,1,580,2.055480480194092,665,2.839242696762085,85,0.7837622165679932,0.00922073195962345
2812,20240918__XY19_crop2__Track_27,20240918,1.5,1080,395,XY19_crop2,Track_27,3,1,2,670,1.5707958936691284,1080,3.4123451709747314,410,1.841549277305603,0.004491583603184398
2813,20240918__XY19_crop2__Track_27,20240918,1.5,1055,410,XY19_crop2,Track_27,4,2,0,410,2.3970813751220703,525,3.878272771835327,115,1.4811913967132568,0.012879925188810929
2814,20240918__XY19_crop2__Track_27,20240918,1.5,1055,410,XY19_crop2,Track_27,4,2,1,530,1.7681910991668701,685,3.3143625259399414,155,1.5461714267730713,0.009975299527568203
2815,20240918__XY19_crop2__Track_27,20240918,1.5,1055,410,XY19_crop2,Track_27,4,2,2,690,1.8106904029846191,880,3.849843978881836,190,2.039153575897217,0.0107323872415643
2816,20240918__XY19_crop2__Track_27,20240918,1.5,1055,410,XY19_crop2,Track_27,4,2,3,885,2.055480480194092,1055,3.9772350788116455,170,1.9217545986175537,0.011304438815397375
2817,20240918__XY19_crop2__Track_27,20240918,1.5,1005,530,XY19_crop2,Track_27,5,4,0,530,2.2703521251678467,735,4.767651081085205,205,2.4972989559173584,0.012181946126426138
2818,20240918__XY19_crop2__Track_27,20240918,1.5,1005,530,XY19_crop2,Track_27,5,4,1,740,2.244147777557373,835,3.5696778297424316,95,1.3255300521850586,0.01395294791773746
2819,20240918__XY19_crop2__Track_27,20240918,1.5,1005,530,XY19_crop2,Track_27,5,4,2,840,1.8928284645080566,1005,3.260383367538452,165,1.3675549030303955,0.008288211533517548
2820,20240918__XY19_crop2__Track_27,20240918,1.5,1080,580,XY19_crop2,Track_27,6,3,0,580,2.590231418609619,865,5.920354843139648,285,3.3301234245300293,0.011684643594842208
2821,20240918__XY19_crop2__Track_27,20240918,1.5,1080,580,XY19_crop2,Track_27,6,3,1,870,3.5696778297424316,1045,6.94983434677124,175,3.3801565170288086,0.01931518009730748
2822,20240918__XY19_crop2__Track_27,20240918,1.5,1080,580,XY19_crop2,Track_27,6,3,2,1050,3.531599998474121,1080,4.0383782386779785,30,0.5067782402038574,0.01689260800679525
2823,20240918__XY19_crop2__Track_27,20240918,1.5,1080,590,XY19_crop2,Track_27,7,2,0,590,1.7681910991668701,780,3.015327215194702,190,1.247136116027832,0.006563874294883327
2824,20240918__XY19_crop2__Track_27,20240918,1.5,1080,590,XY19_crop2,Track_27,7,2,1,785,2.0181427001953125,1070,4.967292785644531,285,2.9491500854492188,0.010347895036663925
2825,20240918__XY19_crop2__Track_27,20240918,1.5,1080,590,XY19_crop2,Track_27,7,2,2,1075,2.5241434574127197,1080,2.6514899730682373,5,0.12734651565551758,0.025469303131103516
2826,20240918__XY19_crop2__Track_27,20240918,1.5,1080,645,XY19_crop2,Track_27,8,1,0,645,2.2214407920837402,930,4.895324230194092,285,2.6738834381103516,0.009382047151264391
2827,20240918__XY19_crop2__Track_27,20240918,1.5,1080,645,XY19_crop2,Track_27,8,1,1,935,2.6129674911499023,1080,3.752026081085205,145,1.1390585899353027,0.007855576482312433
2828,20240918__XY19_crop2__Track_27,20240918,1.5,1080,670,XY19_crop2,Track_27,9,3,0,670,1.4534441232681274,1070,3.6608331203460693,400,2.207388997077942,0.0055184724926948545
2829,20240918__XY19_crop2__Track_27,20240918,1.5,1080,670,XY19_crop2,Track_27,9,3,1,1075,1.9325889348983765,1080,1.9325889348983765,5,0.0,0.0
2830,20240918__XY19_crop2__Track_27,20240918,1.5,1025,690,XY19_crop2,Track_27,10,4,0,690,1.7098829746246338,865,3.1869890689849854,175,1.4771060943603516,0.008440606253487724
2831,20240918__XY19_crop2__Track_27,20240918,1.5,1025,690,XY19_crop2,Track_27,10,4,1,870,1.5216108560562134,1025,3.342289686203003,155,1.8206788301467896,0.011746315033205093
2832,20240918__XY19_crop2__Track_27,20240918,1.5,965,740,XY19_crop2,Track_27,11,5,0,740,2.714479684829712,920,6.122433662414551,180,3.407953977584839,0.018933077653249104
2833,20240918__XY19_crop2__Track_27,20240918,1.5,965,740,XY19_crop2,Track_27,11,5,1,925,2.680018663406372,965,3.2733163833618164,40,0.5932977199554443,0.014832442998886109
2834,20240918__XY19_crop2__Track_27,20240918,1.5,1080,785,XY19_crop2,Track_27,12,7,0,785,1.2803515195846558,1080,3.090064525604248,295,1.8097130060195923,0.006134620359388448
2835,20240918__XY19_crop2__Track_27,20240918,1.5,990,840,XY19_crop2,Track_27,13,5,0,840,1.838477611541748,990,2.116246461868286,150,0.2777688503265381,0.0018517923355102538
2836,20240918__XY19_crop2__Track_27,20240918,1.5,1015,870,XY19_crop2,Track_27,14,10,0,870,1.7681910991668701,1015,2.629087209701538,145,0.860896110534668,0.005937214555411503
2837,20240918__XY19_crop2__Track_27,20240918,1.5,1080,870,XY19_crop2,Track_27,15,6,0,870,2.5241434574127197,1050,5.023116588592529,180,2.4989731311798096,0.013883184062110053
2838,20240918__XY19_crop2__Track_27,20240918,1.5,1080,870,XY19_crop2,Track_27,15,6,1,1055,2.428600311279297,1080,2.754650592803955,25,0.3260502815246582,0.013042011260986329
2839,20240918__XY19_crop2__Track_27,20240918,1.5,1040,885,XY19_crop2,Track_27,16,4,0,885,1.8613166809082031,1035,3.649273633956909,150,1.787956953048706,0.011919713020324707
2840,20240918__XY19_crop2__Track_27,20240918,1.5,1040,885,XY19_crop2,Track_27,16,4,1,1040,1.9886175394058228,1040,1.9886175394058228,0,0.0,
2841,20240918__XY19_crop2__Track_27,20240918,1.5,1080,890,XY19_crop2,Track_27,17,1,0,890,3.468832492828369,1080,5.591511249542236,190,2.122678756713867,0.011171993456388774
2842,20240918__XY19_crop2__Track_27,20240918,1.5,945,925,XY19_crop2,Track_27,18,11,0,925,3.5696778297424316,945,3.5696778297424316,20,0.0,0.0
2843,20240918__XY19_crop2__Track_27,20240918,1.5,1080,935,XY19_crop2,Track_27,19,8,0,935,2.5540947914123535,1080,3.7856569290161133,145,1.2315621376037598,0.008493531983474205
2844,20240918__XY19_crop2__Track_27,20240918,1.5,1080,1015,XY19_crop2,Track_27,20,2,0,1015,3.090064525604248,1080,4.063409805297852,65,0.9733452796936035,0.014974542764516978
2845,20240918__XY19_crop2__Track_27,20240918,1.5,1040,1040,XY19_crop2,Track_27,21,16,0,1040,1.9672569036483765,1040,1.9672569036483765,0,0.0,
2846,20240918__XY19_crop2__Track_27,20240918,1.5,1080,1050,XY19_crop2,Track_27,22,6,0,1050,3.5696778297424316,1080,3.9086570739746094,30,0.33897924423217773,0.01129930814107259
2847,20240918__XY19_crop2__Track_27,20240918,1.5,1080,1055,XY19_crop2,Track_27,23,15,0,1055,2.806313991546631,1080,3.1254117488861084,25,0.31909775733947754,0.012763910293579102
2848,20240918__XY19_crop2__Track_27,20240918,1.5,1080,1075,XY19_crop2,Track_27,24,7,0,1075,2.757716417312622,1080,2.7790822982788086,5,0.021365880966186523,0.004273176193237305
2849,20240918__XY19_crop2__Track_27,20240918,1.5,1080,1075,XY19_crop2,Track_27,25,9,0,1075,1.8106904029846191,1080,1.8106904029846191,5,0.0,0.0
2850,20240918__XY19_crop3__Track_3,20240918,1.5,1080,0,XY19_crop3,Track_3,1,0,0,0,2.757716417312622,50,3.8056929111480713,50,1.0479764938354492,0.020959529876708984
2851,20240918__XY19_crop3__Track_3,20240918,1.5,1080,0,XY19_crop3,Track_3,1,0,1,55,2.179196834564209,380,4.596193790435791,325,2.416996955871582,0.007436913710374099
2852,20240918__XY19_crop3__Track_3,20240918,1.5,1080,0,XY19_crop3,Track_3,1,0,2,385,2.8864684104919434,585,4.566683769226074,200,1.6802153587341309,0.008401076793670654
2853,20240918__XY19_crop3__Track_3,20240918,1.5,1080,0,XY19_crop3,Track_3,1,0,3,590,2.37227725982666,855,5.111496448516846,265,2.7392191886901855,0.01033667618373655
2854,20240918__XY19_crop3__Track_3,20240918,1.5,1080,0,XY19_crop3,Track_3,1,0,4,860,2.3970813751220703,1080,3.9772350788116455,220,1.5801537036895752,0.007182516834952615
2855,20240918__XY19_crop3__Track_3,20240918,1.5,1080,55,XY19_crop3,Track_3,2,1,0,55,1.8928284645080566,425,4.4371724128723145,370,2.544343948364258,0.006876605265849345
2856,20240918__XY19_crop3__Track_3,20240918,1.5,1080,55,XY19_crop3,Track_3,2,1,1,430,2.5540947914123535,535,3.8256239891052246,105,1.271529197692871,0.012109801882789248
2857,20240918__XY19_crop3__Track_3,20240918,1.5,1080,55,XY19_crop3,Track_3,2,1,2,540,2.428600311279297,750,4.64010763168335,210,2.2115073204040527,0.010530987240019298
2858,20240918__XY19_crop3__Track_3,20240918,1.5,1080,55,XY19_crop3,Track_3,2,1,3,755,2.806313991546631,1000,5.920354843139648,245,3.1140408515930176,0.012710370822828642
2859,20240918__XY19_crop3__Track_3,20240918,1.5,1080,55,XY19_crop3,Track_3,2,1,4,1005,3.4197659492492676,1080,4.512703895568848,75,1.09293794631958,0.014572505950927734
2860,20240918__XY19_crop3__Track_3,20240918,1.5,1080,385,XY19_crop3,Track_3,3,1,0,385,2.055480480194092,545,3.291337013244629,160,1.235856533050537,0.007724103331565857
2861,20240918__XY19_crop3__Track_3,20240918,1.5,1080,385,XY19_crop3,Track_3,3,1,1,550,1.7681910991668701,800,3.77224063873291,250,2.00404953956604,0.008016198158264161
2862,20240918__XY19_crop3__Track_3,20240918,1.5,1080,385,XY19_crop3,Track_3,3,1,2,805,2.144014835357666,1080,4.2978715896606445,275,2.1538567543029785,0.007832206379283559
2863,20240918__XY19_crop3__Track_3,20240918,1.5,1030,430,XY19_crop3,Track_3,4,2,0,430,2.179196834564209,595,4.488295555114746,165,2.309098720550537,0.013994537700306285
2864,20240918__XY19_crop3__Track_3,20240918,1.5,1030,430,XY19_crop3,Track_3,4,2,1,600,2.0181427001953125,905,7.336654186248779,305,5.318511486053467,0.017437742577224483
2865,20240918__XY19_crop3__Track_3,20240918,1.5,1030,430,XY19_crop3,Track_3,4,2,2,910,3.130814552307129,970,4.168117046356201,60,1.0373024940490723,0.01728837490081787
2866,20240918__XY19_crop3__Track_3,20240918,1.5,1030,430,XY19_crop3,Track_3,4,2,3,975,2.179196834564209,1030,2.5540947914123535,55,0.37489795684814453,0.006816326488148082
2867,20240918__XY19_crop3__Track_3,20240918,1.5,1080,540,XY19_crop3,Track_3,5,2,0,540,1.5216108560562134,705,3.1254117488861084,165,1.603800892829895,0.009720005411090273
2868,20240918__XY19_crop3__Track_3,20240918,1.5,1080,540,XY19_crop3,Track_3,5,2,1,710,1.6899999380111694,1040,4.767651081085205,330,3.0776511430740356,0.009326215585072834
2869,20240918__XY19_crop3__Track_3,20240918,1.5,1080,540,XY19_crop3,Track_3,5,2,2,1045,2.806313991546631,1080,3.216022253036499,35,0.40970826148986816,0.011705950328281948
2870,20240918__XY19_crop3__Track_3,20240918,1.5,1080,550,XY19_crop3,Track_3,6,3,0,550,1.6443843841552734,880,4.232492923736572,330,2.588108539581299,0.00784275315024636
2871,20240918__XY19_crop3__Track_3,20240918,1.5,1080,550,XY19_crop3,Track_3,6,3,1,885,1.9325889348983765,1080,3.7226333618164062,195,1.7900444269180298,0.00917971500983605
2872,20240918__XY19_crop3__Track_3,20240918,1.5,1080,590,XY19_crop3,Track_3,7,1,0,590,2.3970813751220703,745,4.004759311676025,155,1.607677936553955,0.010372115719702936
2873,20240918__XY19_crop3__Track_3,20240918,1.5,1080,590,XY19_crop3,Track_3,7,1,1,750,2.0181427001953125,1080,4.64010763168335,330,2.621964931488037,0.007945348277236476
2874,20240918__XY19_crop3__Track_3,20240918,1.5,965,600,XY19_crop3,Track_3,8,4,0,600,2.5540947914123535,785,5.023116588592529,185,2.469021797180176,0.013346063768541491
2875,20240918__XY19_crop3__Track_3,20240918,1.5,965,600,XY19_crop3,Track_3,8,4,1,790,2.244147777557373,965,4.13146448135376,175,1.8873167037963867,0.010784666878836495
2876,20240918__XY19_crop3__Track_3,20240918,1.5,1070,710,XY19_crop3,Track_3,9,5,0,710,1.6443843841552734,1050,5.096596717834473,340,3.452212333679199,0.010153565687291763
2877,20240918__XY19_crop3__Track_3,20240918,1.5,1070,710,XY19_crop3,Track_3,9,5,1,1055,2.466576337814331,1070,2.7423527240753174,15,0.27577638626098633,0.01838509241739909
2878,20240918__XY19_crop3__Track_3,20240918,1.5,1080,750,XY19_crop3,Track_3,10,7,0,750,2.116246461868286,1080,4.616373062133789,330,2.500126600265503,0.007576141212925766
2879,20240918__XY19_crop3__Track_3,20240918,1.5,1080,755,XY19_crop3,Track_3,11,2,0,755,2.096186876296997,1040,5.258174419403076,285,3.161987543106079,0.01109469313370554
2880,20240918__XY19_crop3__Track_3,20240918,1.5,1080,755,XY19_crop3,Track_3,11,2,1,1045,2.7790822982788086,1080,3.216022253036499,35,0.43693995475769043,0.012483998707362583
2881,20240918__XY19_crop3__Track_3,20240918,1.5,940,790,XY19_crop3,Track_3,12,8,0,790,3.090064525604248,940,5.331584930419922,150,2.241520404815674,0.014943469365437825
2882,20240918__XY19_crop3__Track_3,20240918,1.5,1080,805,XY19_crop3,Track_3,13,3,0,805,1.8106904029846191,1080,3.468832492828369,275,1.65814208984375,0.006029607599431819
2883,20240918__XY19_crop3__Track_3,20240918,1.5,1080,860,XY19_crop3,Track_3,14,1,0,860,2.9329335689544678,935,3.878272771835327,75,0.9453392028808594,0.012604522705078124
2884,20240918__XY19_crop3__Track_3,20240918,1.5,1080,860,XY19_crop3,Track_3,14,1,1,940,2.055480480194092,1080,3.3749961853027344,140,1.3195157051086426,0.009425112179347448
2885,20240918__XY19_crop3__Track_3,20240918,1.5,1080,885,XY19_crop3,Track_3,15,6,0,885,2.3970813751220703,1080,3.9772350788116455,195,1.5801537036895752,0.008103352326613206
2886,20240918__XY19_crop3__Track_3,20240918,1.5,995,910,XY19_crop3,Track_3,16,4,0,910,4.488295555114746,995,6.901028633117676,85,2.4127330780029297,0.028385095035328583
2887,20240918__XY19_crop3__Track_3,20240918,1.5,1080,940,XY19_crop3,Track_3,17,14,0,940,2.0181427001953125,1080,2.839242696762085,140,0.8210999965667725,0.005864999975476946
2888,20240918__XY19_crop3__Track_3,20240918,1.5,1030,975,XY19_crop3,Track_3,18,4,0,975,1.9886175394058228,1030,2.3970813751220703,55,0.40846383571624756,0.007426615194840865
2889,20240918__XY19_crop3__Track_3,20240918,1.5,1080,1005,XY19_crop3,Track_3,19,2,0,1005,2.7790822982788086,1080,3.878272771835327,75,1.0991904735565186,0.014655872980753581
2890,20240918__XY19_crop3__Track_3,20240918,1.5,1080,1045,XY19_crop3,Track_3,20,5,0,1045,2.303605794906616,1080,2.6514899730682373,35,0.3478841781616211,0.009939547947474888
2891,20240918__XY19_crop3__Track_3,20240918,1.5,1080,1045,XY19_crop3,Track_3,21,11,0,1045,2.629087209701538,1080,3.0012829303741455,35,0.3721957206726074,0.010634163447788784
2892,20240918__XY19_crop3__Track_3,20240918,1.5,1055,1055,XY19_crop3,Track_3,22,9,0,1055,2.6129674911499023,1055,2.6129674911499023,0,0.0,
2893,20240918__XY20_crop1__Track_8,20240918,1.5,1080,0,XY20_crop1,Track_8,1,0,0,0,2.5241434574127197,40,4.488295555114746,40,1.9641520977020264,0.04910380244255066
2894,20240918__XY20_crop1__Track_8,20240918,1.5,1080,0,XY20_crop1,Track_8,1,0,1,45,2.5241434574127197,190,4.853719711303711,145,2.329576253890991,0.016066043130282696
2895,20240918__XY20_crop1__Track_8,20240918,1.5,1080,0,XY20_crop1,Track_8,1,0,2,195,2.839242696762085,315,5.473910808563232,120,2.6346681118011475,0.021955567598342895
2896,20240918__XY20_crop1__Track_8,20240918,1.5,1080,0,XY20_crop1,Track_8,1,0,3,320,2.806313991546631,425,5.3442487716674805,105,2.5379347801208496,0.024170807429722378
2897,20240918__XY20_crop1__Track_8,20240918,1.5,1080,0,XY20_crop1,Track_8,1,0,4,430,3.3143625259399414,495,5.206495761871338,65,1.8921332359313965,0.029109742091252253
2898,20240918__XY20_crop1__Track_8,20240918,1.5,1080,0,XY20_crop1,Track_8,1,0,5,500,3.0598363876342773,580,4.946837425231934,80,1.8870010375976562,0.023587512969970702
2899,20240918__XY20_crop1__Track_8,20240918,1.5,1080,0,XY20_crop1,Track_8,1,0,6,585,2.9329335689544678,705,5.725905418395996,120,2.7929718494415283,0.023274765412012736
2900,20240918__XY20_crop1__Track_8,20240918,1.5,1080,0,XY20_crop1,Track_8,1,0,7,710,2.9329335689544678,825,4.696221351623535,115,1.7632877826690674,0.015332937240600586
2901,20240918__XY20_crop1__Track_8,20240918,1.5,1080,0,XY20_crop1,Track_8,1,0,8,830,2.5107169151306152,1080,2.6514899730682373,250,0.14077305793762207,0.0005630922317504883
2902,20240918__XY20_crop1__Track_8,20240918,1.5,615,45,XY20_crop1,Track_8,2,1,0,45,2.303605794906616,135,4.192373752593994,90,1.888767957687378,0.020986310640970864
2903,20240918__XY20_crop1__Track_8,20240918,1.5,615,45,XY20_crop1,Track_8,2,1,1,140,2.179196834564209,230,4.082082748413086,90,1.902885913848877,0.021143176820543078
2904,20240918__XY20_crop1__Track_8,20240918,1.5,615,45,XY20_crop1,Track_8,2,1,2,235,2.2214407920837402,450,4.4371724128723145,215,2.215731620788574,0.010305728468784065
2905,20240918__XY20_crop1__Track_8,20240918,1.5,615,45,XY20_crop1,Track_8,2,1,3,455,2.5540947914123535,560,4.192373752593994,105,1.6382789611816406,0.015602656773158483
2906,20240918__XY20_crop1__Track_8,20240918,1.5,615,45,XY20_crop1,Track_8,2,1,4,565,2.2703521251678467,615,2.680018663406372,50,0.4096665382385254,0.008193330764770508
2907,20240918__XY20_crop1__Track_8,20240918,1.5,515,140,XY20_crop1,Track_8,3,2,0,140,2.2703521251678467,205,3.402425527572632,65,1.1320734024047852,0.01741651388315054
2908,20240918__XY20_crop1__Track_8,20240918,1.5,515,140,XY20_crop1,Track_8,3,2,1,210,1.7441328763961792,390,3.342289686203003,180,1.5981568098068237,0.008878648943371243
2909,20240918__XY20_crop1__Track_8,20240918,1.5,515,140,XY20_crop1,Track_8,3,2,2,395,1.8106904029846191,515,2.714479684829712,120,0.9037892818450928,0.007531577348709106
2910,20240918__XY20_crop1__Track_8,20240918,1.5,735,195,XY20_crop1,Track_8,4,1,0,195,2.303605794906616,270,3.5696778297424316,75,1.2660720348358154,0.01688096046447754
