,unique_ID,experiment,position,track,cell_id,min_slope_ruby,time_of_min_slope_ruby,lifetime,mean_ruby_lifetime,max_ruby,max_ruby_time
1567,20240918__XY20_crop2__Track_8,20240918,XY20_crop2,Track_8,18,,,1,9.278083,9.278082847595215,1080.0
1568,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,1,-0.1272735595703125,265,217,8.722252,9.074814796447754,210.0
1569,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,2,-0.058196067810058594,415,195,8.982044,9.267875671386719,310.0
1570,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,3,-0.053374290466308594,685,141,9.122504,9.257596015930176,820.0
1571,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,4,-0.07763290405273438,550,166,9.101456,9.292525291442871,660.0
1572,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,5,-0.025648117065429688,15,136,9.172719,9.309301376342773,1080.0
1573,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,6,-0.042224884033203125,350,84,8.923658,9.141336441040039,750.0
1574,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,7,-0.0965280532836914,270,109,9.066774,9.306367874145508,415.0
1575,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,8,-0.033257484436035156,535,120,9.052336,9.203070640563965,930.0
1576,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,9,-0.03446006774902344,495,118,9.052809,9.188390731811523,670.0
1577,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,10,-0.1047811508178711,230,47,8.986691,9.157561302185059,670.0
1578,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,11,-0.03374004364013672,400,86,8.983997,9.133952140808105,1010.0
1579,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,12,-0.025397300720214844,170,41,9.072017,9.167978286743164,765.0
1580,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,13,-0.028387069702148438,325,74,9.147593,9.29911994934082,720.0
1581,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,14,-0.01687335968017578,190,72,9.185904,9.266080856323242,1075.0
1582,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,15,-0.04430961608886719,240,51,8.971159,9.006619453430176,830.0
1583,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,16,-0.02766704559326172,265,58,9.092928,9.204814910888672,800.0
1584,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,17,-0.04302501678466797,35,25,8.833122,8.979403495788574,820.0
1585,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,18,-0.056975364685058594,25,9,8.819408,8.911650657653809,825.0
1586,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,19,-0.04765510559082031,110,23,8.825384,8.88667106628418,850.0
1587,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,20,-0.0391387939453125,20,5,8.980934,9.043801307678223,895.0
1588,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,21,-0.039788246154785156,20,28,9.024301,9.15826416015625,905.0
1589,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,22,-0.02424335479736328,30,26,8.795663,8.92451000213623,955.0
1590,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,23,-0.016663551330566406,65,27,9.134816,9.201390266418457,1075.0
1591,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,24,-0.023899078369140625,15,8,8.793266,8.909761428833008,995.0
1592,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,25,-0.03276348114013672,65,20,8.975424,9.017996788024902,1025.0
1593,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,26,-0.019715309143066406,15,13,8.990903,9.028326034545898,1020.0
1594,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,27,-0.008425712585449219,35,8,8.984376,8.992005348205566,1040.0
1595,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,28,-0.008158683776855469,10,13,9.329023,9.337638854980469,1050.0
1596,20240918__XY20_crop3__Track_9,20240918,XY20_crop3,Track_9,29,-0.009175300598144531,10,12,9.173303,9.201995849609375,1025.0
1597,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,1,-0.1393718719482422,385,217,8.493446,8.897623062133789,1070.0
1598,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,2,-0.043437957763671875,530,210,8.780422,8.960155487060547,465.0
1599,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,3,-0.025366783142089844,460,142,9.065747,9.208962440490723,645.0
1600,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,4,-0.03694343566894531,620,142,8.910365,9.075654029846191,375.0
1601,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,5,-0.01715373992919922,440,106,9.07813,9.148560523986816,730.0
1602,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,6,-0.02765369415283203,10,102,8.840668,9.039341926574707,1075.0
1603,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,7,-0.032555580139160156,415,89,9.018123,9.26573371887207,990.0
1604,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,8,-0.03128528594970703,385,78,9.136375,9.1962308883667,695.0
1605,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,9,-0.0218048095703125,15,66,8.954655,9.150862693786621,1055.0
1606,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,10,-0.018651962280273438,215,44,8.919089,9.038590431213379,1065.0
1607,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,11,-0.014146804809570312,180,42,8.91445,9.026765823364258,1080.0
1608,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,12,-0.022983551025390625,80,36,8.949757,8.98263168334961,1065.0
1609,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,13,-0.032952308654785156,40,32,8.985709,9.054610252380371,935.0
1610,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,14,-0.043282508850097656,115,24,9.033707,9.131718635559082,965.0
1611,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,15,-0.025602340698242188,5,15,8.990429,9.055427551269531,980.0
1612,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,16,-0.025121688842773438,20,22,8.96522,9.0413179397583,1075.0
1613,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,17,-0.01728343963623047,30,19,8.897591,8.910841941833496,1040.0
1614,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,18,-0.01587390899658203,20,6,9.045516,9.062640190124512,1055.0
1615,20240918__XY21_crop2__Track_4,20240918,XY21_crop2,Track_4,19,-0.030426979064941406,15,4,9.035836,9.072100639343262,1065.0
1616,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,1,-0.10404300689697266,560,217,8.720783,9.142264366149902,230.0
1617,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,2,-0.10527515411376953,695,214,9.036333,9.3646821975708,445.0
1618,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,3,-0.0395355224609375,665,135,9.03047,9.236647605895996,400.0
1619,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,4,-0.039582252502441406,665,139,9.082739,9.19420051574707,390.0
1620,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,5,-0.03939342498779297,35,107,8.834735,9.056943893432617,550.0
1621,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,6,-0.03073406219482422,20,104,8.998883,9.220115661621094,1070.0
1622,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,7,-0.025321006774902344,15,85,9.033926,9.081396102905273,795.0
1623,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,8,-0.03521537780761719,25,75,9.053054,9.242636680603027,720.0
1624,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,9,-0.017485618591308594,85,58,8.926032,9.020981788635254,975.0
1625,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,10,-0.037723541259765625,5,68,8.823195,8.984681129455566,1075.0
1626,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,11,-0.011681556701660156,10,62,8.843039,9.01528549194336,1075.0
1627,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,12,-0.010287284851074219,130,45,8.888741,8.98505687713623,1045.0
1628,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,13,-0.031746864318847656,25,42,8.892304,8.98028564453125,875.0
1629,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,14,-0.012867927551269531,180,38,8.95943,9.113083839416504,1070.0
1630,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,15,-0.012105941772460938,5,16,8.760485,8.827452659606934,1000.0
1631,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,16,-0.06441116333007812,120,25,8.714351,8.85607624053955,930.0
1632,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,17,-0.044960975646972656,45,14,8.615629,8.71389389038086,980.0
1633,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,18,-0.02143573760986328,40,22,8.7659855,8.792838096618652,1075.0
1634,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,19,-0.04187965393066406,80,19,8.790127,8.840662002563477,1040.0
1635,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,20,-0.02511310577392578,5,6,8.941842,8.969910621643066,1055.0
1636,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,21,-0.009979248046875,25,6,9.137447,9.1525239944458,1070.0
1637,20240918__XY21_crop3__Track_29,20240918,XY21_crop3,Track_29,22,-0.0015583038330078125,10,5,8.922411,8.926459312438965,1080.0
1638,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,1,-0.13785171508789062,445,217,8.716788,8.985641479492188,940.0
1639,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,2,-0.04012298583984375,680,197,8.874,9.029086112976074,345.0
1640,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,3,-0.03149986267089844,635,135,8.876224,9.00359058380127,730.0
1641,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,4,-0.038738250732421875,460,130,9.028158,9.13348388671875,445.0
1642,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,5,-0.031436920166015625,420,91,8.775039,8.903347969055176,895.0
1643,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,6,-0.03629112243652344,5,83,8.989346,9.19050121307373,985.0
1644,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,7,-0.024509429931640625,270,71,9.226653,9.28485107421875,940.0
1645,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,8,-0.024122238159179688,5,63,9.018046,9.149091720581055,1040.0
1646,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,9,-0.02319049835205078,15,61,9.102858,9.191011428833008,1075.0
1647,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,10,-0.04832172393798828,190,55,9.018654,9.150614738464355,990.0
1648,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,11,-0.026663780212402344,135,44,9.212007,9.258485794067383,985.0
1649,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,12,-0.057570457458496094,195,40,8.951544,9.047182083129883,940.0
1650,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,13,-0.011670112609863281,15,24,8.729817,8.809399604797363,1000.0
1651,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,14,-0.025299072265625,135,40,9.060806,9.093982696533203,985.0
1652,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,15,-0.04177284240722656,5,34,8.935949,9.02484130859375,1075.0
1653,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,16,-0.02960205078125,50,14,8.860259,8.893421173095703,990.0
1654,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,17,-0.029504776000976562,20,21,9.159437,9.207859992980957,990.0
1655,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,18,-0.03258228302001953,45,13,8.881728,8.90809440612793,1015.0
1656,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,19,-0.017963409423828125,15,15,9.051523,9.077025413513184,1010.0
1657,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,20,-0.031106948852539062,5,9,8.911808,8.966470718383789,1040.0
1658,20240918__XY22_crop1__Track_7,20240918,XY22_crop1,Track_7,21,-0.016010284423828125,5,5,9.016058,9.040369987487793,1060.0
1659,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,1,-0.12891197204589844,420,217,8.883422,9.395538330078125,880.0
1660,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,2,-0.0792999267578125,445,216,8.763881,8.973296165466309,185.0
1661,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,3,-0.03706836700439453,795,164,9.126693,9.370918273925781,865.0
1662,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,4,-0.02139568328857422,735,170,9.0795,9.234990119934082,925.0
1663,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,5,-0.018167495727539062,40,61,9.046954,9.131827354431152,545.0
1664,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,6,-0.062079429626464844,640,129,9.074502,9.270547866821289,925.0
1665,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,7,-0.031920433044433594,450,99,8.967172,9.03211784362793,845.0
1666,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,8,-0.03357982635498047,30,109,8.855373,9.069801330566406,1045.0
1667,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,9,-0.0446319580078125,390,85,9.001822,9.181278228759766,880.0
1668,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,10,-0.04404163360595703,340,69,9.276337,9.391124725341797,850.0
1669,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,11,-0.023222923278808594,430,89,9.072177,9.152276992797852,940.0
1670,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,12,-0.026790618896484375,20,79,9.006488,9.158228874206543,1020.0
1671,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,13,-0.02861499786376953,360,73,9.160228,9.229348182678223,915.0
1672,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,14,-0.01684856414794922,55,62,9.10996,9.19612979888916,1050.0
1673,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,15,-0.020002365112304688,90,27,9.0230055,9.247626304626465,930.0
1674,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,16,-0.009471893310546875,270,55,8.896622,8.968255996704102,1075.0
1675,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,17,-0.012806892395019531,90,49,8.77908,9.062911033630371,1080.0
1676,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,18,-0.013689994812011719,180,40,9.304331,9.423101425170898,1065.0
1677,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,19,-0.0672149658203125,15,8,9.055634,9.139906883239746,915.0
1678,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,20,-0.020355224609375,5,32,9.13687,9.185149192810059,1080.0
1679,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,21,0.0,10,4,9.188566,9.199370384216309,990.0
1680,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,22,-0.014173507690429688,10,20,9.095491,9.13840389251709,1045.0
1681,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,23,-0.023046493530273438,70,19,9.107392,9.146110534667969,995.0
1682,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,24,-0.018324851989746094,60,17,9.081675,9.108037948608398,1045.0
1683,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,25,-0.03381156921386719,20,9,9.095669,9.146821975708008,1055.0
1684,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,26,-0.01933574676513672,35,8,8.984703,9.021827697753906,1045.0
1685,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,27,-0.008828163146972656,5,5,9.140959,9.146750450134277,1080.0
1686,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,28,-0.012175559997558594,5,3,8.754916,8.76466178894043,1070.0
1687,20240918__XY24_crop1__Track_14,20240918,XY24_crop1,Track_14,29,-0.02135467529296875,5,2,9.061423,9.072100639343262,1075.0
1688,20240918__XY25_crop1__Track_0,20240918,XY25_crop1,Track_0,1,-0.09880733489990234,245,217,8.473653,8.841144561767578,180.0
1689,20240918__XY25_crop1__Track_0,20240918,XY25_crop1,Track_0,2,-0.027472496032714844,320,170,8.781668,9.02387809753418,235.0
1690,20240918__XY25_crop1__Track_0,20240918,XY25_crop1,Track_0,3,-0.02452373504638672,10,133,8.779308,8.913267135620117,1080.0
1691,20240918__XY25_crop1__Track_0,20240918,XY25_crop1,Track_0,4,-0.032939910888671875,15,124,8.612094,8.752565383911133,530.0
1692,20240918__XY25_crop1__Track_0,20240918,XY25_crop1,Track_0,5,-0.024374008178710938,145,109,8.726959,8.845953941345215,1080.0
1693,20240918__XY25_crop1__Track_0,20240918,XY25_crop1,Track_0,6,-0.021219253540039062,170,62,8.467532,8.530023574829102,940.0
1694,20240918__XY25_crop1__Track_0,20240918,XY25_crop1,Track_0,7,-0.016101837158203125,75,51,8.705533,8.735347747802734,830.0
1695,20240918__XY25_crop1__Track_0,20240918,XY25_crop1,Track_0,8,-0.021633148193359375,5,50,8.725495,8.770733833312988,900.0
1696,20240918__XY25_crop1__Track_0,20240918,XY25_crop1,Track_0,9,-0.021833419799804688,15,31,8.393225,8.4420166015625,930.0
1697,20240918__XY25_crop1__Track_0,20240918,XY25_crop1,Track_0,10,-0.006015777587890625,10,4,8.526403,8.532455444335938,1080.0
1698,20240918__XY25_crop1__Track_0,20240918,XY25_crop1,Track_0,11,0.005358695983886719,5,2,8.694817,8.697495460510254,1080.0
1699,20240918__XY26_crop1__Track_32,20240918,XY26_crop1,Track_32,1,-0.08223247528076172,825,217,8.674095,8.999730110168457,200.0
1700,20240918__XY26_crop1__Track_32,20240918,XY26_crop1,Track_32,2,-0.031899452209472656,15,169,8.923225,9.021907806396484,690.0
1701,20240918__XY26_crop1__Track_32,20240918,XY26_crop1,Track_32,3,-0.035307884216308594,145,108,8.878362,8.958354949951172,1080.0
1702,20240918__XY26_crop1__Track_32,20240918,XY26_crop1,Track_32,4,-0.01712512969970703,195,81,8.702085,8.784452438354492,685.0
1703,20240918__XY26_crop1__Track_32,20240918,XY26_crop1,Track_32,5,-0.024468421936035156,200,81,8.724458,8.86506175994873,760.0
1704,20240918__XY26_crop1__Track_32,20240918,XY26_crop1,Track_32,6,-0.03606605529785156,25,54,8.890273,8.935319900512695,825.0
1705,20240918__XY26_crop1__Track_32,20240918,XY26_crop1,Track_32,7,-0.028211593627929688,115,42,8.882656,8.935626983642578,915.0
1706,20240918__XY26_crop1__Track_32,20240918,XY26_crop1,Track_32,8,-0.014278411865234375,5,41,8.593642,8.692696571350098,1075.0
1707,20240918__XY26_crop1__Track_32,20240918,XY26_crop1,Track_32,9,-0.018428802490234375,170,42,8.654571,8.699275016784668,915.0
1708,20240918__XY26_crop1__Track_32,20240918,XY26_crop1,Track_32,10,-0.016551971435546875,55,12,8.627351,8.680824279785156,1075.0
1709,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,1,-0.13735675811767578,550,191,8.633878,9.003057479858398,930.0
1710,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,2,-0.07358360290527344,980,216,8.78319,8.962121963500977,815.0
1711,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,3,-0.02875232696533203,270,162,9.140153,9.37502670288086,725.0
1712,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,4,-0.07199382781982422,835,170,9.088888,9.300963401794434,1055.0
1713,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,5,-0.03525543212890625,680,147,9.180031,9.26327133178711,960.0
1714,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,6,-0.062473297119140625,515,108,8.93789,9.213658332824707,760.0
1715,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,7,-0.06049060821533203,720,145,9.095319,9.392152786254883,900.0
1716,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,8,-0.035294532775878906,555,114,9.336344,9.498640060424805,870.0
1717,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,9,-0.028963088989257812,405,109,9.089421,9.206489562988281,930.0
1718,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,10,-0.06363582611083984,470,96,9.126083,9.254570960998535,1055.0
1719,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,11,-0.09650039672851562,440,91,9.186214,9.537884712219238,960.0
1720,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,12,-0.06919193267822266,320,90,9.083534,9.239986419677734,1065.0
1721,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,13,-0.04262828826904297,290,68,9.235748,9.365425109863281,930.0
1722,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,14,-0.017304420471191406,180,39,8.880412,8.957540512084961,795.0
1723,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,15,-0.04443931579589844,140,33,9.274464,9.376692771911621,750.0
1724,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,16,-0.019440650939941406,175,37,9.164653,9.216444969177246,900.0
1725,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,17,-0.030721664428710938,180,55,9.103628,9.192980766296387,970.0
1726,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,18,-0.015933990478515625,270,57,9.190289,9.239338874816895,1045.0
1727,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,19,-0.08269405364990234,265,54,9.450405,9.506553649902344,1015.0
1728,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,20,-0.06199073791503906,40,12,9.000556,9.11766529083252,825.0
1729,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,21,-0.04478740692138672,115,50,9.122868,9.21919059753418,1065.0
1730,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,22,-0.028626441955566406,115,52,9.301902,9.42253589630127,1065.0
1731,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,23,-0.029644012451171875,215,48,9.156256,9.323243141174316,1055.0
1732,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,24,-0.02671527862548828,70,25,9.249506,9.305731773376465,930.0
1733,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,25,-0.03903675079345703,5,13,9.210856,9.332283020019531,875.0
1734,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,26,-0.030658721923828125,60,41,9.11108,9.275962829589844,1065.0
1735,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,27,-0.06945991516113281,5,31,9.428026,9.54207992553711,930.0
1736,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,28,-0.022916793823242188,5,20,9.149858,9.301496505737305,1060.0
1737,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,29,-0.057135581970214844,90,21,9.219658,9.27380657196045,1050.0
1738,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,30,-0.12526512145996094,85,19,9.135083,9.227547645568848,1055.0
1739,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,31,-0.04005241394042969,70,18,9.061074,9.16180419921875,1055.0
1740,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,32,-0.008050918579101562,90,19,9.215114,9.272554397583008,1075.0
1741,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,33,-0.02006053924560547,50,13,9.408345,9.432888984680176,1055.0
1742,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,34,-0.09198951721191406,35,9,9.169055,9.259089469909668,1055.0
1743,20240918__XY27_crop1__Track_13,20240918,XY27_crop1,Track_13,35,-0.012234687805175781,5,4,9.346534,9.358407020568848,1065.0
1744,20241028__XY03_crop14__Track_6,20241028,XY03_crop14,Track_6,1,-0.10304450988769531,930,217,8.996242,9.351492881774902,370.0
1745,20241028__XY03_crop14__Track_6,20241028,XY03_crop14,Track_6,2,-0.03003978729248047,295,204,9.2504425,9.47301197052002,415.0
1746,20241028__XY03_crop14__Track_6,20241028,XY03_crop14,Track_6,3,-0.028217315673828125,25,136,9.397559,9.615227699279785,1005.0
1747,20241028__XY03_crop14__Track_6,20241028,XY03_crop14,Track_6,4,-0.02178478240966797,5,132,9.34605,9.512442588806152,425.0
1748,20241028__XY03_crop14__Track_6,20241028,XY03_crop14,Track_6,5,-0.020873069763183594,420,99,9.219842,9.401897430419922,995.0
1749,20241028__XY03_crop14__Track_6,20241028,XY03_crop14,Track_6,6,-0.029237747192382812,140,70,9.32295,9.428323745727539,870.0
1750,20241028__XY03_crop14__Track_6,20241028,XY03_crop14,Track_6,7,-0.028577804565429688,75,68,9.2173195,9.344433784484863,1010.0
1751,20241028__XY03_crop14__Track_6,20241028,XY03_crop14,Track_6,8,-0.02650737762451172,330,67,9.30202,9.398920059204102,1040.0
1752,20241028__XY03_crop14__Track_6,20241028,XY03_crop14,Track_6,9,-0.017287254333496094,225,58,9.096296,9.282164573669434,1070.0
1753,20241028__XY03_crop14__Track_6,20241028,XY03_crop14,Track_6,10,-0.03992748260498047,30,59,9.304708,9.524177551269531,1080.0
1754,20241028__XY03_crop14__Track_6,20241028,XY03_crop14,Track_6,11,-0.01880645751953125,190,55,9.248587,9.344317436218262,990.0
1755,20241028__XY03_crop14__Track_6,20241028,XY03_crop14,Track_6,12,-0.015407562255859375,190,45,9.050532,9.078787803649902,1035.0
1756,20241028__XY03_crop14__Track_6,20241028,XY03_crop14,Track_6,13,-0.019143104553222656,5,40,9.408843,9.447991371154785,1035.0
1757,20241028__XY03_crop14__Track_6,20241028,XY03_crop14,Track_6,14,-0.03204917907714844,40,32,9.353842,9.398506164550781,1080.0
1758,20241028__XY03_crop14__Track_6,20241028,XY03_crop14,Track_6,15,-0.015042304992675781,5,32,9.338718,9.38820743560791,1065.0
1759,20241028__XY03_crop14__Track_6,20241028,XY03_crop14,Track_6,16,-0.013085365295410156,35,11,9.319678,9.358760833740234,1030.0
1760,20241028__XY03_crop14__Track_6,20241028,XY03_crop14,Track_6,17,-0.02219676971435547,20,6,9.269954,9.296029090881348,1065.0
1761,20241028__XY03_crop13__Track_1,20241028,XY03_crop13,Track_1,1,-0.12151527404785156,590,217,9.010484,9.421330451965332,235.0
1762,20241028__XY03_crop13__Track_1,20241028,XY03_crop13,Track_1,2,-0.11839771270751953,590,207,9.164295,9.499021530151367,370.0
1763,20241028__XY03_crop13__Track_1,20241028,XY03_crop13,Track_1,3,-0.03662300109863281,580,124,9.3208065,9.502238273620605,320.0
